age,income,debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income_ratio,default
39,103031.6,12820.44,12353.39,11.9,3,3,4.2,0.1244,0
46,46975.47,36215.73,4984.24,13.9,3,4,5.9,0.7709,0
18,44500.46,33706.06,17919.37,16.2,2,0,4.8,0.7574,0
38,33622.85,9040.77,16711.45,6.9,1,3,,0.2689,0
41,34857.66,17840.09,19073.1,16.4,2,6,10.5,0.5118,0
50,31006.3,13239.77,16699.57,9.8,3,4,2.3,0.427,0
48,30291.98,19764.6,23953.61,12.2,3,2,8.2,0.6525,0
46,49937.14,25066.27,11574.24,13.4,1,6,7.7,0.502,0
30,20712.68,4.18,15700.19,11.9,1,3,8.0,0.0002,0
18,19043.17,11626.61,9718.71,8.6,2,3,21.3,0.6105,0
35,18510.31,11059.51,8369.93,14.7,3,3,9.6,0.5975,0
52,123920.16,50531.94,38972.04,28.6,2,1,5.4,0.4078,0
56,49921.43,36060.01,2604.47,29.7,2,5,10.0,0.7223,0
48,43594.89,31682.89,26941.09,10.3,2,4,5.0,0.7268,0
45,19254.33,8070.05,8132.04,15.5,2,4,18.7,0.4191,0
44,52786.22,25674.72,7331.75,28.8,0,6,2.7,0.4864,0
33,,26995.62,16469.44,6.4,4,2,8.6,0.7972,0
38,41295.19,9871.87,4057.46,12.2,1,3,6.9,0.2391,0
60,20211.92,5248.91,6954.76,12.4,1,1,8.2,0.2597,0
28,39981.07,5846.0,6772.92,27.8,2,5,20.0,0.1462,0
59,28161.18,20182.94,11191.18,17.6,1,4,5.9,0.7167,0
36,22939.91,13662.8,7021.2,8.6,1,1,6.5,0.5956,0
55,56413.5,4767.75,48093.15,9.3,1,3,3.8,0.0845,0
23,14434.48,11337.04,56252.92,5.2,2,2,14.0,0.7854,1
47,50963.54,29801.92,2650.24,3.8,3,1,3.9,0.5848,0
31,54758.71,37258.79,20649.74,11.5,1,7,5.4,0.6804,0
23,21422.86,825.22,26553.87,10.8,1,4,13.6,0.0385,0
42,22199.01,8967.71,20627.66,7.6,3,5,10.0,0.404,0
52,31767.04,17753.92,7891.25,5.0,2,2,12.5,0.5589,0
29,43011.45,18682.34,10989.81,6.5,1,5,5.3,0.4344,0
22,33133.06,17670.46,7342.1,23.8,0,5,9.6,0.5333,0
38,47105.14,30820.86,9545.15,4.7,1,4,3.8,0.6543,0
38,104588.39,31321.05,5074.73,2.8,1,5,7.0,0.2995,0
46,26778.91,18181.14,12187.53,11.8,9,7,2.1,0.6789,1
51,12976.46,1691.26,4014.86,6.3,3,3,21.8,0.1303,0
39,59608.54,12917.7,11383.18,13.3,3,1,10.0,0.2167,0
62,99706.76,3457.48,4920.35,12.3,0,3,5.3,0.0347,0
42,45966.17,13401.04,15763.51,3.2,2,7,9.8,0.2915,0
35,18908.2,5746.72,7757.88,,2,7,12.6,0.3039,0
20,33713.87,21719.03,16856.04,6.8,3,6,14.2,0.6442,0
36,18562.26,9698.87,31737.83,14.8,0,7,4.6,0.5225,0
35,53407.86,18659.53,47646.17,14.8,3,5,10.1,0.3494,0
51,16142.74,8421.53,1767.99,4.0,2,2,9.6,0.5217,0
45,30330.91,1280.77,6854.39,3.0,2,5,19.3,0.0422,0
25,19878.57,2866.83,10483.22,14.4,1,5,5.6,0.1442,0
42,39186.78,19654.45,19307.76,13.4,3,9,4.0,0.5016,1
48,29149.56,14956.45,3567.84,,1,4,4.4,0.5131,0
58,40378.68,25006.83,6089.53,14.5,0,5,10.7,0.6193,0
50,36805.79,11866.18,14828.2,7.9,6,5,7.0,0.3224,0
49,20090.54,11613.2,14298.51,1.7,2,4,17.0,0.578,0
40,52898.29,28945.11,18071.56,6.0,3,1,7.0,0.5472,0
44,35268.33,27181.82,19052.25,6.3,3,6,13.1,0.7707,0
54,20068.02,3453.79,17516.1,1.1,5,3,4.2,0.1721,0
24,139323.79,61489.67,15598.41,16.2,0,3,10.0,0.4413,0
35,48332.43,23267.79,13968.94,16.8,1,4,18.7,0.4814,0
30,33125.0,26464.17,22738.4,18.4,1,1,13.0,0.7989,0
44,84890.95,13662.97,2227.29,3.8,2,3,4.7,0.1609,0
54,109654.45,45898.55,45957.25,6.0,0,3,3.8,0.4186,0
32,33282.61,9217.56,2290.25,7.1,2,4,9.6,0.2769,0
18,44731.74,18819.29,5634.54,3.2,1,6,9.7,0.4207,0
35,20074.35,3727.86,11143.27,9.9,1,5,11.8,0.1857,0
50,33245.82,1266.33,22881.64,4.4,2,8,12.6,0.0381,0
46,32227.08,14761.69,1216.56,8.2,0,4,3.4,0.4581,0
45,40574.55,10901.71,13062.5,5.2,0,1,2.6,0.2687,0
36,44340.61,6453.91,25182.79,11.5,1,3,9.8,0.1456,0
24,50812.47,13167.97,29602.51,14.0,2,4,8.2,0.2591,1
46,41880.92,1651.12,7647.52,7.6,2,6,2.5,0.0394,0
29,17563.08,13354.15,10502.11,7.2,3,2,,0.7604,0
66,20679.95,9614.49,8160.67,10.7,0,4,1.7,0.4649,0
46,26164.41,17054.35,9758.17,2.0,2,2,18.8,0.6518,0
33,30658.21,10377.64,5852.0,6.0,1,2,8.5,0.3385,0
32,68218.06,49297.9,6559.03,4.4,3,3,17.3,0.7227,0
38,18074.12,6988.44,18911.05,16.9,0,2,3.1,0.3867,1
37,29306.1,13456.08,14843.13,27.3,2,12,5.7,0.4592,0
53,64331.57,25310.3,19796.67,3.3,1,5,12.2,0.3934,0
42,30335.49,17795.49,15854.55,8.7,1,1,12.4,0.5866,0
31,47870.24,21700.77,23469.83,3.8,1,7,3.5,0.4533,0
62,33398.78,7256.86,26972.45,4.3,3,3,12.8,0.2173,0
40,42364.67,4932.59,3316.37,8.8,0,4,12.0,0.1164,0
49,,15353.56,6744.97,6.9,0,2,2.4,0.4849,0
32,54189.33,21206.67,11102.21,8.7,4,2,5.5,0.3913,0
44,14370.98,1103.41,13119.54,4.2,1,7,,0.0768,0
43,29202.59,9242.44,7815.99,8.8,1,1,9.0,0.3165,0
18,43388.24,17868.19,27711.95,16.5,2,0,9.3,0.4118,0
64,50021.95,33090.25,65118.16,12.7,0,4,13.1,0.6615,1
55,88944.83,5415.04,15505.18,2.9,0,3,5.5,0.0609,0
35,28721.04,8007.32,14292.25,19.7,5,5,9.8,0.2788,0
26,88228.83,58065.59,26359.0,3.9,1,3,8.8,0.6581,0
44,24454.9,12685.71,3002.88,4.3,1,5,1.6,0.5187,0
41,80594.67,18695.28,13667.49,,0,3,5.2,0.232,0
44,59306.86,40107.34,29238.12,9.0,1,5,13.4,0.6763,0
42,20992.59,8284.41,7986.25,7.5,0,7,3.3,0.3946,0
46,43661.57,17407.06,5007.8,6.5,1,1,8.9,0.3987,0
57,,27513.27,11514.42,6.7,0,5,1.6,0.7813,0
46,52857.28,40049.6,12726.63,6.9,0,2,2.0,0.7577,0
27,31762.35,9110.27,6458.02,11.2,0,2,16.1,0.2868,0
56,30201.66,3396.58,71462.56,12.0,1,2,6.2,0.1125,1
59,82574.55,21513.43,9109.22,6.9,1,8,6.6,0.2605,0
77,34226.91,834.68,5308.54,17.8,2,4,5.6,0.0244,0
26,59626.38,990.65,12395.68,8.9,0,2,2.1,0.0166,0
42,31722.74,10037.64,27619.81,9.8,2,6,7.3,0.3164,0
18,98715.57,74314.65,13547.15,15.6,2,5,16.1,0.7528,0
46,24173.18,16850.78,19701.99,,3,5,5.2,0.6971,0
33,25122.37,10278.92,6652.79,11.3,0,3,3.9,0.4092,0
63,90645.39,40988.13,43921.13,4.7,1,2,21.3,0.4522,0
30,27806.7,131.99,20939.0,4.4,0,5,2.8,0.0047,0
19,94906.23,16361.92,30889.18,18.7,1,6,7.7,0.1724,1
34,62013.31,1229.06,17892.35,21.6,3,4,10.4,0.0198,0
18,33097.41,19978.64,25845.9,9.8,1,7,4.4,0.6036,0
49,12234.61,1425.54,6644.59,5.9,1,3,6.4,0.1165,0
18,35897.0,24956.95,9017.04,11.0,1,3,13.1,0.6952,0
40,38598.86,19865.27,39229.51,8.6,0,3,7.1,0.5147,0
18,73154.63,13426.43,46527.26,13.1,2,8,10.2,0.1835,0
36,94189.91,11884.53,5336.62,,2,4,4.7,0.1262,0
59,24076.89,12089.0,16314.16,8.5,2,2,11.5,0.5021,0
44,58730.18,42325.05,9463.95,4.4,1,1,6.9,0.7207,0
29,57482.81,33034.69,7649.34,6.2,3,5,12.9,0.5747,0
39,69150.99,19281.88,16778.8,7.4,3,5,15.1,0.2788,0
40,48982.28,23017.11,33281.95,11.3,1,3,7.2,0.4699,0
45,11321.98,2814.75,19174.37,5.6,2,6,7.0,0.2486,0
23,33082.06,26443.14,10346.36,20.3,3,1,14.2,0.7993,0
47,18152.72,10874.77,20168.74,8.3,5,2,11.3,0.5991,0
18,32158.64,15806.14,10016.8,3.3,4,2,10.4,0.4915,0
32,65382.02,22138.83,18577.22,6.9,1,5,2.5,0.3386,0
34,43612.13,21567.15,40830.01,12.3,0,7,4.3,0.4945,1
47,72319.89,19764.51,2535.82,7.0,1,9,3.0,0.2733,0
40,44580.52,1029.45,25280.83,4.4,1,3,11.0,0.0231,0
23,16663.97,5266.99,3900.09,6.4,3,3,2.6,0.3161,0
28,8002.36,5956.83,35691.3,5.5,1,2,2.9,0.7444,0
42,39707.1,19894.88,8025.5,11.2,2,4,12.1,0.501,0
39,31940.95,2145.3,5043.54,5.4,2,4,12.8,0.0672,0
33,,14307.14,23300.16,,0,7,4.8,0.708,0
34,13090.26,2815.71,17878.18,5.1,1,3,17.3,0.2151,0
48,23368.73,4557.27,6006.82,14.6,1,1,1.3,0.195,0
33,32315.59,7680.54,4902.99,10.9,1,4,2.5,0.2377,0
38,54150.73,25004.74,11498.99,2.6,0,7,12.0,0.4618,0
66,40667.26,17720.78,5098.65,13.9,0,2,4.9,0.4358,0
22,95305.27,37467.46,5714.84,,1,5,3.7,0.3931,0
18,19509.12,11198.81,14654.41,11.6,2,6,6.5,0.574,1
49,61613.44,15602.38,6169.07,4.6,0,3,16.5,0.2532,1
31,37360.87,23374.89,18792.84,14.7,1,2,6.0,0.6257,0
36,55094.3,7727.38,44007.48,7.4,2,7,4.2,0.1403,0
30,27947.73,17497.98,11862.72,5.4,2,2,9.0,0.6261,0
36,69079.15,36684.35,14825.75,7.4,0,5,8.3,0.531,0
59,43353.16,23695.39,67136.11,10.3,2,4,13.6,0.5466,0
49,24157.09,9306.34,5166.34,11.5,1,4,23.2,0.3852,0
50,36054.45,19238.7,34647.75,9.1,1,6,15.6,0.5336,0
23,31453.53,2007.92,31466.73,8.0,1,7,12.8,0.0638,0
26,48703.54,33178.84,26461.7,4.4,3,1,7.7,0.6812,0
18,17892.45,795.1,37548.86,10.9,0,3,6.6,0.0444,0
30,,4245.86,16721.66,9.3,2,3,5.2,0.119,0
51,46036.25,21242.59,8380.45,11.4,0,2,3.7,0.4614,1
46,37042.23,21911.56,32069.43,7.7,1,4,6.1,0.5915,0
37,81484.23,4970.64,33066.43,12.1,1,5,11.3,0.061,0
39,57780.91,42562.1,32346.18,11.3,1,5,3.3,0.7366,0
31,36152.87,28158.97,13843.92,6.5,4,2,7.2,0.7789,0
42,41357.68,20048.55,7532.97,8.1,2,3,5.7,0.4848,0
49,43364.63,16695.16,15569.82,12.7,2,4,8.0,0.385,0
20,46257.54,27436.09,28389.77,13.2,2,3,5.4,0.5931,0
43,12144.18,3190.1,30317.53,15.8,1,5,8.0,0.2627,0
51,30305.49,11958.9,9473.55,5.4,6,6,6.5,0.3946,0
35,14903.28,10922.92,17193.7,6.7,1,3,10.5,0.7329,0
48,78195.59,59782.43,4689.01,19.3,3,5,6.4,0.7645,0
73,35013.55,25967.98,29376.79,24.3,2,6,13.3,0.7417,0
38,32337.91,6789.62,7139.18,9.8,1,4,5.1,0.21,0
44,62198.02,11567.29,25039.36,8.0,1,5,8.6,0.186,0
31,46788.6,11141.84,5327.07,24.2,1,5,27.4,0.2381,0
42,18449.99,6513.75,30489.35,20.3,1,4,8.9,0.353,0
45,34802.93,8747.16,17282.82,12.8,0,4,1.6,0.2513,0
42,29699.93,8891.28,7150.33,7.8,4,4,7.0,0.2994,0
27,12749.92,6330.46,23227.34,10.3,0,8,4.6,0.4965,0
42,24000.6,14640.86,8330.77,2.8,1,5,10.8,0.61,0
57,32528.63,19141.36,24334.35,14.1,1,4,9.4,0.5884,0
45,33895.23,22084.06,10729.06,5.6,3,1,5.2,0.6515,0
51,14923.03,384.23,3371.67,18.7,2,4,11.4,0.0257,0
37,72475.17,2767.61,6087.95,2.2,1,5,8.1,0.0382,0
48,34157.52,21570.69,9467.96,5.8,2,3,2.5,0.6315,0
43,37143.05,15840.14,39916.75,9.1,1,9,6.2,0.4265,1
28,46183.83,21360.6,27471.79,8.8,0,8,20.6,0.4625,0
43,22632.77,952.15,48976.17,5.2,1,2,5.4,0.0421,0
28,47753.78,9753.76,50156.74,9.0,0,5,5.4,0.2043,0
32,29136.74,14879.65,8709.76,7.7,3,5,13.6,0.5107,0
42,21206.2,14575.99,11489.75,9.0,1,2,0.9,0.6873,0
43,51229.38,37581.19,9614.0,6.3,2,7,7.3,0.7336,0
25,88876.61,35580.47,7807.12,15.5,2,6,7.3,0.4003,0
52,56100.37,24481.05,3061.94,10.4,5,4,11.1,0.4364,0
46,63182.75,42107.49,13203.03,6.5,2,7,4.8,0.6664,0
31,26572.22,11428.7,4776.9,12.0,0,1,6.8,0.4301,0
21,13924.82,5757.73,12999.45,5.7,2,2,8.7,0.4135,0
38,88794.72,64293.35,72592.48,5.8,1,4,10.3,0.7241,0
34,124580.69,78728.29,8888.59,2.5,4,1,5.7,0.6319,0
41,91645.58,66649.98,15612.38,10.8,0,6,19.8,0.7273,0
35,29688.9,5183.61,27593.04,9.4,1,4,,0.1746,0
18,18164.41,7619.98,16717.86,4.8,3,2,5.1,0.4195,0
35,19160.2,12913.55,16881.73,4.7,1,1,7.2,0.674,0
36,13223.63,1175.82,9997.38,10.9,1,3,8.6,0.0889,1
47,34049.57,21646.32,11097.75,6.6,1,5,15.2,0.6357,0
31,95168.74,13930.68,6198.06,,2,2,10.8,0.1464,0
60,33356.32,21564.69,26287.16,2.6,0,5,3.5,0.6465,0
18,43538.19,21316.33,3316.97,3.8,2,4,9.4,0.4896,0
55,82897.33,12815.0,29052.82,14.6,3,0,15.8,0.1546,0
37,28496.68,10791.22,4346.13,9.8,2,8,7.8,0.3787,0
50,123169.76,67192.08,28856.36,12.7,0,7,15.4,0.5455,0
40,120001.15,60850.46,10066.27,6.6,1,2,1.3,0.5071,0
53,33568.16,11473.52,4986.58,5.2,0,6,11.1,0.3418,0
35,25680.3,18476.8,21235.7,14.0,1,2,13.9,0.7195,0
26,55179.28,22922.07,28085.65,0.8,2,4,5.9,0.4154,0
57,29480.52,11930.58,9410.08,8.2,2,3,2.4,0.4047,0
38,18143.49,903.55,23777.34,12.3,3,3,12.5,0.0498,0
42,78334.48,57787.06,2147.23,6.6,0,3,3.5,0.7377,0
54,75347.68,10676.26,4644.89,25.7,4,3,5.6,0.1417,0
27,39867.11,16850.86,37568.72,8.4,0,2,12.9,0.4227,0
47,17022.33,10942.87,11170.87,10.9,2,2,9.6,0.6429,0
32,17366.26,2993.29,3011.61,4.9,1,2,32.5,0.1724,0
38,38728.75,16339.61,7638.12,20.3,1,7,7.4,0.4219,0
40,26905.27,5180.55,6382.27,9.0,0,4,8.9,0.1925,0
21,29594.51,17986.24,11698.67,6.9,0,6,12.5,0.6078,0
30,67048.93,30270.78,9930.83,8.7,2,1,3.5,0.4515,0
56,56382.13,38609.39,15415.76,3.4,0,2,6.9,0.6848,0
50,83024.05,59415.86,12637.54,11.7,1,6,3.1,0.7156,0
39,20042.82,10401.96,39647.83,5.8,0,3,2.6,0.519,0
42,29557.27,17152.47,18762.94,10.3,1,3,14.2,0.5803,0
36,57261.8,25159.47,19266.77,2.6,3,5,7.9,0.4394,0
56,47517.2,14613.58,33932.4,3.3,1,3,8.2,0.3075,0
37,91074.05,47221.38,9788.71,8.9,2,8,10.0,0.5185,0
42,46738.43,33961.59,4868.29,19.2,2,6,4.1,0.7266,0
53,110069.3,36690.97,35086.66,2.3,0,2,12.4,0.3333,0
30,50212.07,12629.74,14893.4,5.7,0,4,9.7,0.2515,0
58,68685.99,21344.14,14935.27,3.7,1,0,10.3,0.3107,0
21,29908.29,10417.6,8049.27,6.5,2,2,4.2,0.3483,0
59,36628.15,2155.52,8156.05,8.6,3,5,8.8,0.0588,0
35,62728.22,25013.1,26301.41,7.2,1,5,11.5,0.3988,0
37,95586.5,37799.82,29369.87,1.7,1,3,6.2,0.3955,1
18,56248.92,26479.46,25010.69,2.7,4,3,7.2,0.4708,0
34,34547.72,10027.68,25194.2,3.8,1,6,7.1,0.2903,1
27,82983.83,40702.41,21061.96,6.1,0,6,5.8,0.4905,0
32,9747.96,6848.65,14842.03,4.9,3,2,9.3,0.7026,0
38,15470.02,11824.92,11610.86,6.2,1,2,7.2,0.7644,0
51,54665.09,25522.57,35180.92,7.8,0,5,5.9,0.4669,0
42,36624.22,1247.89,9907.26,6.8,2,6,19.8,0.0341,0
43,52224.56,40494.34,17961.46,21.3,0,8,7.4,0.7754,0
26,37746.37,21314.98,7021.9,21.7,1,1,3.5,0.5647,0
29,51152.54,13748.32,7883.76,8.7,1,3,8.9,0.2688,0
61,22278.08,2622.71,11059.85,5.4,1,4,8.6,0.1177,0
31,51138.44,5867.36,7022.32,6.7,2,6,9.2,0.1147,0
59,65949.77,8850.16,25292.96,9.6,2,5,20.0,0.1342,0
37,75533.41,2753.8,4544.04,4.4,3,6,1.4,0.0365,0
40,121556.27,87730.0,14463.5,9.7,0,5,11.9,0.7217,0
52,42043.46,18188.61,14853.73,6.9,0,4,4.9,0.4326,0
55,42802.28,23967.89,3138.06,19.6,3,6,7.0,0.56,0
38,14560.92,9646.42,9387.94,4.3,0,3,3.2,0.6625,0
35,26400.89,16717.91,16392.18,16.8,1,6,12.6,0.6332,0
39,32342.93,22836.84,18825.78,9.6,1,5,7.4,0.7061,0
44,68199.45,52772.99,11345.25,5.2,4,7,9.7,0.7738,0
50,25169.78,8841.05,22960.04,12.4,5,5,15.8,0.3513,0
40,58559.82,44521.18,12241.01,0.9,0,3,3.8,0.7603,0
47,36280.18,20992.87,13506.45,6.1,2,1,9.6,0.5786,0
59,32653.23,1846.04,16339.21,7.1,1,2,24.7,0.0565,0
44,42164.6,22997.69,28045.96,5.3,0,3,14.7,0.5454,0
43,28718.77,15777.33,7780.89,14.4,1,3,4.0,0.5494,0
21,28073.4,20344.47,9050.2,24.4,4,5,17.1,0.7247,0
18,13057.64,3895.69,7823.46,4.4,3,6,8.0,0.2983,0
44,31295.43,14644.05,10241.89,13.7,3,5,19.3,0.4679,1
38,27228.49,265.48,41814.04,8.5,1,3,13.5,0.0098,0
33,26646.46,7078.9,21124.32,13.0,5,1,6.8,0.2657,0
42,46635.8,2322.23,5405.26,9.4,3,5,13.5,0.0498,0
39,53915.82,22509.77,8263.82,7.3,1,2,2.7,0.4175,0
53,41744.24,27298.98,18001.56,31.1,2,7,4.3,0.654,0
41,65989.38,10898.42,6469.11,9.1,2,2,12.7,0.1652,0
31,51294.41,21643.82,7478.05,13.6,1,6,3.2,0.422,0
51,30423.37,4965.3,39181.8,5.4,0,4,6.9,0.1632,0
37,27509.49,2656.06,8178.79,18.8,0,2,9.8,0.0966,0
46,43813.33,17910.78,28673.64,8.3,0,3,10.2,0.4088,0
34,51239.21,3244.41,36470.48,3.3,2,6,14.9,0.0633,0
32,84011.3,39475.54,7429.62,6.5,0,5,5.5,0.4699,0
41,74213.68,1860.53,6555.31,9.0,0,5,13.8,0.0251,0
40,26241.99,2240.33,10711.73,8.7,2,3,12.9,0.0854,0
45,34159.51,15030.12,5592.03,7.7,0,3,5.3,0.44,0
36,54317.99,25699.25,14718.01,8.5,0,7,2.1,0.4731,0
18,68926.68,1598.38,11333.05,4.1,0,6,6.2,0.0232,0
34,63791.91,29261.44,17826.9,8.3,0,6,5.4,0.4587,0
49,34949.98,23444.52,40845.62,6.0,2,2,3.6,0.6708,1
36,17112.88,9888.73,25693.36,10.9,2,4,8.5,0.5779,0
37,19943.09,2092.99,19759.54,8.6,0,9,24.6,0.1049,0
51,42769.48,20271.87,2771.55,5.5,2,2,8.6,0.474,0
31,44593.14,23982.28,19047.68,11.3,1,6,22.0,0.5378,0
21,18784.59,559.5,53002.91,14.2,2,7,27.5,0.0298,0
38,37299.74,25523.4,1201.81,9.9,2,4,5.1,0.6843,0
34,53036.45,38452.16,23190.69,4.9,1,1,5.7,0.725,1
28,18201.59,12383.67,11760.63,22.5,0,1,13.5,0.6804,0
37,70473.94,46492.02,6769.37,7.9,3,8,7.3,0.6597,0
45,28954.51,17256.08,25359.35,9.7,3,2,4.2,0.596,0
39,77231.9,39136.93,52457.82,2.3,0,1,8.4,0.5067,0
43,26368.58,14315.54,24839.36,8.5,1,3,11.7,0.5429,0
61,19614.51,12653.64,9927.33,12.8,0,4,,0.6451,0
35,27587.49,14621.34,6280.62,6.9,1,2,10.9,0.53,0
43,34300.36,8992.92,14998.45,10.6,2,2,9.7,0.2622,0
33,28764.93,8651.6,26863.81,10.7,3,4,7.4,0.3008,0
29,31901.21,22893.77,9802.16,13.4,0,4,4.8,0.7176,0
32,44372.67,607.8,10590.3,8.1,1,5,20.1,0.0137,0
34,32770.77,18320.71,127720.58,6.3,0,4,17.3,0.5591,1
44,34903.16,26659.8,31663.55,3.6,2,2,6.2,0.7638,1
68,13022.89,7357.71,33526.89,10.8,2,1,7.4,0.565,0
31,45936.66,36525.6,4153.77,21.6,1,5,12.8,0.7951,0
35,34422.92,18933.84,7587.44,5.0,3,1,4.9,0.55,0
39,95432.63,2623.48,14182.23,12.3,0,3,21.3,0.0275,0
44,20666.33,13673.01,5997.45,19.9,2,7,8.3,0.6616,0
43,12271.35,2794.23,48065.4,,2,3,5.1,0.2277,1
55,52619.45,18777.03,41284.81,14.5,0,6,10.1,0.3568,0
18,,11162.5,8718.16,3.3,3,0,11.7,0.2497,0
18,19829.78,4260.3,55666.56,14.6,1,4,6.8,0.2148,0
34,14503.58,5005.54,13314.36,2.3,0,4,7.9,0.3451,0
53,91348.58,27678.73,106033.65,1.7,0,7,9.2,0.303,1
21,84835.23,42983.54,14999.15,4.4,2,5,8.0,0.5067,0
18,8164.3,5311.05,21183.0,11.0,2,5,2.8,0.6505,0
46,27586.07,6556.41,40942.45,9.0,4,4,3.9,0.2377,0
42,98569.31,16853.08,37127.26,14.8,1,1,8.3,0.171,0
26,27292.37,14560.92,20102.22,7.9,0,7,4.4,0.5335,0
28,27055.15,14508.49,11933.3,4.1,2,4,15.4,0.5363,0
28,30648.67,22094.78,20156.99,9.2,1,3,23.1,0.7209,0
41,18535.85,236.45,6953.86,11.6,2,10,11.4,0.0128,0
32,13057.72,8911.01,15088.78,10.6,0,8,2.6,0.6824,0
45,68290.67,28463.67,5500.28,10.8,1,5,1.1,0.4168,1
18,12018.93,5973.91,3214.07,12.5,0,4,5.6,0.497,0
29,42123.58,3079.11,13909.7,8.3,4,1,10.2,0.0731,0
26,61817.87,21394.67,36673.96,14.8,3,2,12.7,0.3461,0
36,15203.25,2764.59,28019.16,2.9,3,2,2.5,0.1818,0
33,20856.88,4241.87,12512.33,15.3,1,2,8.0,0.2034,0
49,75200.08,30326.39,54046.05,15.0,0,2,3.3,0.4033,0
18,49997.84,32496.83,8473.94,8.0,3,6,1.5,0.65,0
40,25075.05,14920.28,2880.54,10.0,0,8,9.1,0.595,0
46,74708.52,35322.19,2331.62,11.2,0,3,,0.4728,0
62,74900.92,32322.34,5192.9,29.0,1,3,10.4,0.4315,0
34,42677.69,14589.15,25675.69,7.6,2,2,8.2,0.3418,0
43,21160.76,16466.63,8039.79,7.8,0,3,1.9,0.7782,0
18,28337.2,12699.43,19317.5,3.8,2,3,10.1,0.4482,0
18,43123.87,8761.61,49862.61,18.5,0,3,6.2,0.2032,0
50,32430.13,5969.5,5540.96,,2,7,5.6,0.1841,0
39,63791.44,31199.27,19590.5,6.7,3,3,6.8,0.4891,0
54,14503.36,6066.2,20561.39,8.5,1,2,1.3,0.4183,0
23,14815.69,91.24,6710.37,13.3,0,1,12.2,0.0062,0
46,40478.36,26879.75,39472.86,8.9,0,5,7.5,0.6641,0
62,27040.02,15231.59,10612.99,10.6,0,1,,0.5633,0
45,24928.6,13198.78,9828.07,4.2,2,6,12.0,0.5295,0
43,12571.23,691.73,72351.44,4.6,6,6,5.6,0.055,1
40,36743.9,10642.68,20296.7,16.2,1,5,19.1,0.2896,0
21,35184.01,26328.4,28007.64,5.5,1,5,15.3,0.7483,0
56,,37090.91,39494.41,12.2,1,5,5.0,0.6901,0
32,37848.39,8645.87,7939.62,4.7,1,6,7.1,0.2284,1
46,33538.11,4213.97,36310.31,2.0,1,5,12.0,0.1256,0
21,73585.29,26437.01,8941.73,14.6,1,4,4.6,0.3593,0
25,,4703.56,8641.24,6.0,1,2,5.5,0.2847,0
57,50102.87,27345.2,10747.19,19.7,2,1,2.0,0.5458,0
35,13323.86,10301.31,8122.13,5.2,0,2,2.7,0.7731,0
57,21960.11,6377.24,25789.56,3.4,4,6,3.5,0.2904,0
39,17542.92,873.27,16543.83,4.9,2,4,7.7,0.0498,0
18,58056.13,41689.6,9018.38,8.5,0,7,13.0,0.7181,0
50,34917.86,1060.1,22916.31,27.4,1,7,4.8,0.0304,0
32,36022.47,27456.78,10719.87,18.1,1,1,11.6,0.7622,0
48,18694.04,9938.94,10275.77,14.4,1,6,4.7,0.5317,0
40,30338.84,22855.81,13890.31,20.0,0,7,9.9,0.7534,0
21,22969.46,3668.86,19356.2,7.7,0,3,6.4,0.1597,0
41,45710.03,1488.31,18249.23,6.1,0,2,2.9,0.0326,0
66,20037.19,7825.88,9990.61,15.0,0,5,12.1,0.3906,0
45,80650.2,29074.29,26309.59,8.2,0,5,12.2,0.3605,0
39,13288.47,3524.02,11182.27,4.8,2,5,1.2,0.2652,0
52,22383.7,17148.72,7911.02,0.5,2,5,8.8,0.7661,0
42,99341.66,65373.47,4128.14,4.4,2,8,,0.6581,0
42,27970.81,14803.99,29335.18,11.2,1,4,8.2,0.5293,0
26,16499.29,2149.64,13492.81,4.8,0,4,5.7,0.1303,0
42,41416.84,24330.68,15814.74,13.3,2,4,3.5,0.5875,0
52,27303.35,15879.9,30842.3,3.2,1,6,7.7,0.5816,0
29,21992.96,7478.81,9118.63,4.5,1,7,1.1,0.3401,0
57,18816.28,13920.82,4449.2,20.1,3,4,3.9,0.7398,0
38,191190.23,25539.63,14126.74,14.3,2,7,9.2,0.1336,0
29,31227.95,6678.72,17092.06,8.6,1,3,,0.2139,0
51,11437.58,578.51,10826.16,8.6,2,3,16.5,0.0506,0
36,88985.25,56626.72,43433.66,4.9,1,5,3.2,0.6364,0
49,52398.99,26063.65,1828.16,16.4,1,11,4.5,0.4974,0
36,22928.14,5776.8,32729.93,16.5,0,5,10.7,0.252,0
39,20746.41,2718.84,25157.79,7.6,0,7,12.3,0.1311,0
45,54398.05,1747.17,19252.89,7.5,1,0,19.0,0.0321,0
43,31314.89,4177.3,926.37,5.9,2,5,10.5,0.1334,0
18,11434.76,4146.56,37313.52,9.8,3,7,8.7,0.3626,0
26,106121.93,20984.72,5877.3,2.1,1,3,8.3,0.1977,0
51,27990.09,5799.15,8900.35,8.0,3,3,3.7,0.2072,0
38,89084.71,62400.37,11655.41,,0,5,2.0,0.7005,1
33,78202.82,32228.18,18507.56,9.2,3,4,10.4,0.4121,0
23,19918.3,11620.37,22282.18,12.3,3,6,9.9,0.5834,0
27,67502.1,1928.45,27289.91,10.4,1,4,2.0,0.0286,0
18,24566.39,7176.6,25659.85,9.4,2,2,3.8,0.2921,0
